"","S1","S2","S3","S4","S5","S6","S8","S9"
"Slc37a2",3541,3074,2955,3028,1907,1874,1916,1334
"Slc37a3",956,709,628,709,480,416,586,380
"Slc37a4",853,490,466,524,373,438,386,212
"Slc38a1",5030,3517,2589,2469,2527,2966,2719,1884
"Slc38a10",4891,3663,3624,3483,2812,2768,2674,1984
"Slc38a2",7147,5066,3472,4027,3820,3837,4284,2373
"Slc38a3",18,20,56,20,42,6,11,18
"Slc38a4",16,24,13,50,10,20,28,23
"Slc38a5",4,0,4,0,3,0,1,0
"Slc38a6",648,608,484,317,384,611,617,357
"Slc38a7",1568,1331,1460,1266,879,931,995,1050
"Slc38a9",1462,976,793,545,613,777,916,509
"Slc39a1",8686,5398,5073,4913,3758,3524,3733,3229
"Slc39a1-ps",299,220,242,240,223,100,146,74
"Slc39a10",1088,878,842,600,794,506,489,504
"Slc39a11",1372,1067,777,834,687,738,625,392
"Slc39a12",54,16,54,40,32,24,28,47
"Slc39a13",1084,647,585,609,452,542,538,406
"Slc39a14",2559,1556,1424,1898,833,804,1339,639
"Slc39a2",10,3,4,13,3,13,6,0
"Slc39a3",673,413,484,454,355,240,287,309
"Slc39a4",150,125,134,188,169,215,292,102
"Slc39a5",22,15,10,12,15,13,19,24
"Slc39a6",1706,1150,898,1054,873,948,718,544
"Slc39a7",2917,1930,1582,1728,1392,1728,1589,807
"Slc39a8",378,232,349,254,171,277,264,264
"Slc39a9",1680,1305,1156,952,1107,947,872,774
"Slc3a1",56,36,27,31,25,26,28,27
"Slc3a2",14743,8883,6831,10485,7442,10209,8522,5365
"Slc40a1",1161,1175,617,1267,618,1728,1011,607
"Slc41a1",1006,748,721,638,624,647,567,453
"Slc41a2",423,253,295,374,288,288,299,249
"Slc41a3",711,418,369,432,426,455,383,286
"Slc43a1",32,18,24,27,8,1,20,12
"Slc43a2",5290,5194,4414,3920,4134,3606,3355,2720
"Slc43a3",457,453,519,316,231,321,362,268
"Slc44a1",1637,1463,1430,1416,960,1207,1022,778
"Slc44a2",4066,3186,2060,2230,1722,2068,1727,1147
"Slc44a3",56,33,62,62,56,10,54,22
"Slc44a4",13,17,21,28,13,4,15,5
"Slc44a5",37,17,4,10,7,0,6,3
"Slc45a3",20,0,30,24,8,9,10,3
"Slc45a4",1492,1353,1264,1044,1493,1110,1145,712
"Slc46a1",170,102,146,128,109,123,73,98
"Slc46a3",548,404,447,252,196,208,180,294
"Slc48a1",2840,1926,1828,2365,1552,1572,1500,1194
"Slc49a4",1355,928,1019,867,891,722,846,796
"Slc4a1",0,0,2,7,1,0,0,9
"Slc4a11",1040,452,324,541,225,187,192,80
"Slc4a1ap",1541,1194,837,834,773,1042,778,531
"Slc4a2",1745,1173,1111,1269,939,1051,1026,482
"Slc4a3",21,32,25,21,20,0,21,6
"Slc4a4",50,27,99,100,98,15,54,41
"Slc4a5",70,24,19,34,6,11,10,12
"Slc4a7",1444,1409,832,855,1194,1193,1334,792
"Slc4a8",654,331,362,584,107,38,104,84
"Slc50a1",1137,765,603,515,469,590,580,433
"Slc51a",399,284,174,217,140,262,207,136
"Slc52a2",787,415,411,460,297,299,337,208
"Slc52a3",625,399,292,241,248,158,208,165
"Slc5a1",19,24,18,8,19,1,4,14
"Slc5a10",5,5,4,2,0,2,0,3
"Slc5a11",33,13,6,16,14,39,25,9
"Slc5a2",88,83,82,60,57,40,56,44
"Slc5a3",176,146,143,107,128,183,177,60
"Slc5a6",281,174,219,175,158,172,118,112
"Slc5a8",0,6,8,0,2,0,2,0
"Slc6a12",33,9,9,74,25,63,43,37
"Slc6a13",99,91,31,83,58,111,114,28
"Slc6a19",16,0,4,4,1,2,1,0
"Slc6a2",5,7,4,12,0,3,7,11
"Slc6a20b",815,478,454,394,344,576,454,345
"Slc6a4",10,13,1,6,11,8,17,0
"Slc6a6",10509,9020,7625,7640,7575,7906,7401,4408
"Slc6a8",487,418,540,716,255,502,461,272
"Slc6a9",18,18,57,19,18,8,35,15
"Slc7a1",1340,672,609,756,592,642,712,351
"Slc7a11",3598,1837,1256,2903,1327,2638,2640,966
"Slc7a13",0,0,14,1,2,2,0,4
"Slc7a15",2,3,0,5,0,3,7,0
"Slc7a2",2556,1195,1403,2126,2410,2456,1928,1279
"Slc7a3",13,0,14,8,11,12,4,0
"Slc7a4",31,20,16,21,10,17,15,6
"Slc7a5",3434,1286,1561,1362,1007,935,890,758
"Slc7a6",1418,888,770,747,614,394,630,345
"Slc7a6os",1232,932,616,609,416,962,833,422
"Slc7a7",2736,1810,1523,1630,1220,939,1048,1266
"Slc7a8",6676,4969,4610,5970,4135,4490,4999,3306
"Slc8a1",3866,2755,2535,1784,2206,1284,1543,1508
"Slc8a2",221,132,118,70,8,19,16,31
"Slc8b1",2312,1890,1593,1425,1387,1299,1404,765
"Slc9a1",2038,1524,1537,1516,1443,1284,1351,1038
"Slc9a2",25,15,38,54,37,0,20,11
"Slc9a3",0,0,1,0,0,0,9,0
"Slc9a3r1",7251,5550,4050,5102,4219,4934,4684,3235
"Slc9a3r2",320,226,249,252,134,230,203,162
"Slc9a4",78,39,37,42,34,59,44,19
"Slc9a5",80,98,21,59,36,60,66,25
"Slc9a6",1125,942,623,525,511,714,593,478
"Slc9a7",226,221,173,85,164,56,95,57
"Slc9a8",1019,655,577,598,531,529,612,230
"Slc9a9",1882,1774,2329,1441,1398,1174,1282,1400
"Slc9b1",0,20,0,2,1,0,1,0
"Slc9b2",20,7,12,10,5,31,8,8
"Slc9c1",3,6,0,0,2,48,15,4
"Slco1a5",13,2,1,0,2,0,0,0
"Slco2a1",136,85,110,114,128,36,80,29
"Slco2b1",836,862,1640,882,253,466,484,724
"Slco3a1",1288,1162,589,700,996,1017,792,553
"Slco4a1",753,619,263,556,551,966,691,316
"Slco4c1",342,346,144,169,258,575,531,238
"Slco5a1",111,55,99,119,16,4,32,7
"Slf1",218,191,140,95,129,211,203,130
"Slf2",1470,1318,928,948,948,1043,987,521
"Slfn1",10752,10414,3550,7268,5916,6981,6011,4517
"Slfn10-ps",376,332,158,277,174,158,146,93
"Slfn2",19774,18961,9959,12842,10937,11111,12649,6603
"Slfn3",148,176,89,96,84,82,72,26
"Slfn4",4376,5302,951,5107,1044,2448,2867,300
"Slfn5",10672,10724,6524,6549,6036,2537,3985,2956
"Slfn5os",251,286,222,195,310,62,118,56
"Slfn8",2182,2895,1568,1753,1676,912,1076,956
"Slfn9",867,1093,792,627,711,428,513,378
"Slirp",2071,1621,1084,1065,835,1098,1103,739
"Slit1",15,10,22,17,19,28,35,4
"Slit2",170,91,247,184,69,5,127,46
"Slit3",181,143,444,307,176,52,250,92
"Slitrk5",2,1,2,3,0,1,2,3
"Slitrk6",0,0,0,3,0,0,1,7
"Slk",6342,5398,3696,4001,4637,5353,7205,2697
"Slmap",2253,2030,1631,1434,1957,2144,2254,1445
"Slpi",3575,2015,1304,3322,1198,2650,3240,706
"Sltm",4711,4059,2330,2494,2204,3951,4551,1940
"Slu7",2414,2175,1590,1535,1480,1776,1636,1218
"Slurp1",8,2,12,4,3,0,0,2
"Slx1b",313,283,206,167,191,222,223,143
"Slx4",702,652,523,472,522,493,513,288
"Slx4ip",347,296,308,195,256,363,266,186
"Smad1",850,787,751,648,552,566,606,468
"Smad2",3013,2118,1678,1639,1509,1625,1692,1145
"Smad3",1724,1232,1179,1360,1063,932,1084,545
"Smad4",2156,1766,1397,1506,1228,1590,1435,957
"Smad5",917,805,726,608,507,532,564,363
"Smad6",60,59,44,43,36,26,44,16
"Smad7",1297,1003,637,956,819,1036,917,576
"Smagp",590,662,874,515,393,490,527,484
"Smap1",2591,2118,1429,1378,1143,1985,1683,1156
"Smap2",8564,6437,5036,4904,4614,5798,4638,4511
"Smarca1",7,15,21,10,8,0,7,0
"Smarca2",2258,2236,1540,1249,1502,2244,2316,1027
"Smarca4",6348,4856,4212,4145,3242,3378,3526,1938
"Smarca5",4176,2913,2390,2299,2381,3168,2587,1887
"Smarca5-ps",317,227,181,195,200,246,215,146
"Smarcad1",1220,825,708,612,581,722,860,517
"Smarcal1",886,736,672,575,596,354,522,359
"Smarcb1",3116,1943,1800,1795,1190,1077,1330,1050
"Smarcc1",2886,2242,1850,1772,1488,1534,1591,1226
"Smarcc2",4670,3725,3512,3111,2918,3182,3123,2256
"Smarcd1",990,671,642,594,526,584,666,407
"Smarcd2",5176,3931,2985,2918,2797,3052,2841,2241
"Smarcd3",538,383,306,407,268,209,286,152
"Smarce1",4476,3294,2606,2361,1813,2248,2154,1742
"Smarce1-ps1",457,361,294,282,227,214,220,177
"Smc1a",5078,4382,3389,2846,2995,3783,2991,2483
"Smc1b",6,6,1,3,1,0,1,0
"Smc2",1244,1307,992,754,698,934,838,779
"Smc2os",0,0,1,0,0,8,10,0
"Smc3",3619,3050,2320,2044,2030,3203,2496,1842
"Smc4",4038,3983,2621,2284,2195,3977,3330,2516
"Smc5",1198,1001,801,745,714,710,886,469
"Smc6",2932,2166,1653,1480,1430,2350,1858,1342
"Smchd1",3144,3020,2040,1989,2348,1816,2026,1280
"Smco1",1,1,2,0,1,3,2,4
"Smco3",19,4,8,6,8,10,8,5
"Smco4",167,64,69,76,56,49,72,35
"Smcr8",1442,1564,1078,992,1236,1105,1195,701
"Smdt1",6289,3866,3084,3026,1886,2243,2658,1546
"Smg1",4180,3708,2336,2570,3207,3152,3370,1438
"Smg5",1985,1488,1402,1247,1176,1049,1402,513
"Smg6",1809,1408,928,1128,945,1326,1253,580
"Smg7",3618,2997,1886,2212,2070,2974,2790,1530
"Smg8",746,557,560,467,509,485,455,335
"Smg9",1457,1009,808,930,662,631,731,408
"Smim1",576,354,314,346,268,346,322,224
"Smim10l1",1491,1004,974,795,654,924,894,886
"Smim10l2a",6,4,7,6,1,0,3,9
"Smim11",988,892,520,449,331,620,601,361
"Smim12",865,690,586,568,424,494,503,354
"Smim13",948,851,803,492,706,620,489,618
"Smim14",3723,2760,2255,2228,1701,2210,2258,1561
"Smim15",3091,2329,1674,1834,1298,2109,2014,1525
"Smim17",11,0,2,6,1,5,4,1
"Smim18",3,5,3,3,4,7,3,0
"Smim19",778,638,396,418,286,564,449,433
"Smim20",964,709,524,530,437,405,606,326
"Smim22",4,5,10,9,7,0,7,0
"Smim24",682,570,398,311,414,311,312,348
"Smim26",247,140,119,103,106,109,146,97
"Smim27",517,281,235,265,132,188,212,126
"Smim3",5415,3262,2097,3071,2283,3615,4008,1577
"Smim31",6,7,9,11,15,2,10,0
"Smim38",21,17,9,13,12,23,28,0
"Smim4",343,253,191,200,148,152,164,103
"Smim40",145,88,64,54,46,65,45,28
"Smim40-ps",6,10,2,4,4,1,2,2
"Smim41",8,4,19,7,6,6,13,8
"Smim5",37,35,24,6,19,8,22,5
"Smim6",35,41,29,22,15,13,40,9
"Smim7",3046,1708,1602,1791,1265,1270,1639,867
"Smim8",372,270,181,180,113,239,224,135
"Smkr-ps",44,31,21,2,28,18,36,25
"Smn1",2897,1818,1259,1623,1007,1570,1256,1088
"Smndc1",3402,2816,1668,1996,1565,2906,2386,1481
"Smo",276,174,285,222,132,74,154,180
"Smoc1",15,19,48,45,30,16,19,13
"Smoc2",90,64,207,129,66,1,92,50
"Smox",6359,2862,2031,4981,2142,2421,2925,974
"Smpd1",933,681,722,640,636,555,611,503
"Smpd2",1235,990,500,656,461,740,733,344
"Smpd3",259,256,283,308,296,158,364,138
"Smpd4",938,805,620,540,447,511,473,363
"Smpd5",104,70,50,84,45,48,107,42
"Smpdl3a",9964,7310,5797,4994,6140,6233,6118,4696
"Smpdl3b",520,354,241,343,406,229,354,273
"Sms",959,691,545,575,308,499,484,261
"Sms-ps",347,218,185,190,106,156,139,85
"Smt3h2-ps",19,10,13,11,6,6,6,5
"Smt3h2-ps4",621,410,346,333,241,287,253,261
"Smtn",275,246,294,320,224,116,249,141
"Smtnl2",11,8,22,35,23,34,33,8
"Smu1",4530,3012,2297,2483,1692,1844,2090,1224
"Smug1",216,133,128,170,102,102,133,69
"Smurf1",1402,900,952,1003,851,666,624,467
"Smurf2",2358,1884,1346,1515,1390,1735,1352,1206
"Smyd1",40,20,30,21,13,10,23,3
"Smyd2",346,178,222,215,160,138,205,134
"Smyd3",365,356,282,235,195,326,327,173
"Smyd4",115,134,117,110,74,79,86,42
"Smyd5",1335,668,591,719,366,416,424,294
"Snai1",642,405,248,697,220,377,581,216
"Snai2",10,2,16,11,8,17,17,2
"Snai3",24,13,4,26,3,21,19,2
"Snap23",11837,9842,6307,6894,6349,9781,10080,5726
"Snap25",3,0,0,4,0,0,3,1
"Snap29",3762,2981,2324,2184,1970,2608,2058,1927
"Snap47",365,283,258,326,178,189,245,166
"Snapc1",1167,759,531,722,534,934,870,380
"Snapc1l",1168,694,653,727,692,550,610,282
"Snapc2",471,344,382,350,242,232,234,174
"Snapc3",912,748,438,494,408,770,838,314
"Snapc4",465,338,244,273,222,280,276,121
"Snapc5",1955,1328,1065,895,764,764,758,835
"Snapin",2076,1251,1360,1122,1001,970,1206,1058
"Snca",6,1,25,17,7,0,2,16
"Sncaip",13,3,20,12,5,5,3,6
"Sncg",13,10,4,8,12,4,0,9
"Snd1",7957,5643,5263,4765,3933,2760,3140,2487
"Sned1",27,69,118,39,63,12,56,60
"Snf8",3297,2133,1542,1725,1205,1412,1518,970
"Snhg1",1646,1352,699,734,620,1120,1330,490
"Snhg10",31,10,7,4,4,17,17,16
"Snhg11",0,3,0,0,1,7,1,0
"Snhg12",438,406,217,221,251,311,340,152
"Snhg14",290,178,188,119,164,200,148,192
"Snhg15",1052,661,303,488,256,530,538,124
"Snhg16",168,126,63,80,58,70,125,26
"Snhg17",272,266,161,196,98,156,225,49
"Snhg18",92,61,108,52,24,25,58,36
"Snhg20",100,74,41,75,29,100,120,16
"Snhg3",272,133,96,125,90,180,150,88
"Snhg4",1306,1177,893,780,871,885,1032,620
"Snhg5",441,440,230,263,191,242,297,176
"Snhg6",773,574,323,406,286,334,394,210
"Snhg7os",0,0,0,8,2,0,0,0
"Snhg8",621,518,390,378,304,478,572,148
"Snhg9",14,7,4,6,3,16,9,4
"Snip1",978,738,508,504,530,561,523,353
"Snn",300,170,214,226,121,134,129,146
"Snora15",98,34,32,34,16,29,35,32
"Snora16a",1,4,1,3,1,5,8,0
"Snora17",9,20,6,15,2,15,10,0
"Snora20",8,0,2,1,1,6,0,0
"Snora21",16,2,1,8,6,6,2,0
"Snora23",11,3,0,3,2,4,6,0
"Snora24",19,16,8,7,8,30,11,4
"Snora28",12,19,10,8,5,26,22,6
"Snora3",10,8,6,3,5,6,10,2
"Snora30",5,0,0,4,1,0,1,0
"Snora31",221,184,98,130,96,155,248,52
"Snora33",12,20,8,2,6,6,10,0
"Snora34",6,0,0,0,0,4,0,0
"Snora41",24,17,2,8,8,10,22,7
"Snora44",8,6,1,4,0,4,1,0
"Snora52",8,12,2,4,11,12,6,0
"Snora57",18,9,5,2,4,8,31,3
"Snora5c",0,0,2,1,2,0,4,0
"Snora61",13,12,2,7,7,10,11,2
"Snora62",4,5,0,8,0,11,9,5
"Snora64",6,8,2,6,7,3,8,2
"Snora65",32,38,14,26,6,26,22,10
"Snora68",14,24,6,19,11,12,19,4
"Snora70",64,40,42,48,29,29,53,18
"Snora73a",5,2,1,3,1,7,8,0
"Snora73b",6,6,4,5,2,3,6,5
"Snora75",6,0,2,0,2,8,4,3
"Snora78",12,17,13,3,4,28,10,6
"Snora7a",4,0,0,2,4,2,0,2
"Snora81",8,16,6,7,17,19,37,9
"Snora9",20,17,9,12,9,18,26,2
"Snord100",28,14,8,10,4,12,18,2
"Snord104",43,8,26,14,16,10,40,10
"Snord118",16,0,0,0,1,0,0,2
"Snord12",16,19,6,11,5,12,14,6
"Snord13",14,20,12,6,1,3,7,0
"Snord14a",20,4,13,9,6,18,24,2
"Snord14c",26,20,20,4,10,12,42,6
"Snord14d",33,25,38,20,26,33,68,16
"Snord14e",80,54,26,35,28,33,82,16
"Snord15b",6,2,4,2,4,4,6,2
"Snord16a",11,2,0,6,3,6,6,2
"Snord17",10,7,3,7,6,1,13,4
"Snord19",2,5,2,2,3,2,6,4
"Snord1a",3,0,0,2,1,0,2,0
"Snord2",3,5,4,8,9,16,16,0
"Snord21",12,17,2,6,4,8,8,0
"Snord22",60,42,22,22,14,48,50,13
"Snord23",0,0,0,1,0,8,1,0
"Snord32a",8,13,6,7,4,13,14,1
"Snord33",6,3,0,0,5,3,3,0
"Snord34",14,18,10,5,11,19,25,10
"Snord35a",11,5,5,6,2,9,11,1
"Snord37",10,0,2,2,6,2,19,0
"Snord38a",4,2,2,3,1,0,0,0
"Snord42a",8,3,2,2,2,4,6,0
"Snord42b",6,2,4,4,4,10,2,0
"Snord43",7,5,8,1,2,0,8,0
"Snord45b",2,6,2,2,2,4,3,0
"Snord45c",1,0,1,4,2,1,2,6
"Snord47",17,20,2,6,4,15,12,6
"Snord49a",8,33,9,15,19,23,12,0
"Snord49b",6,3,6,16,6,3,10,1
"Snord4a",11,3,2,7,0,4,2,1
"Snord52",4,2,1,4,1,0,2,0
"Snord53",7,2,3,4,9,0,6,0
"Snord55",12,14,3,4,3,13,5,0
"Snord57",2,2,0,0,2,1,2,2
"Snord58b",13,4,6,10,2,6,5,4
"Snord59a",0,2,5,0,4,0,3,0
"Snord65",0,10,11,13,20,20,13,0
"Snord68",7,6,3,5,1,2,3,0
"Snord69",3,2,0,1,1,0,4,0
"Snord7",12,0,1,1,1,0,1,0
"Snord71",0,4,4,0,6,0,10,0
"Snord72",21,9,0,3,2,16,8,2
"Snord73a",6,12,1,8,5,6,4,0
"Snord78",80,72,14,36,22,86,102,22
"Snord8",17,13,1,0,7,10,5,5
"Snord80",15,34,17,17,10,12,20,3
"Snord82",3,8,0,3,0,1,4,0
"Snord83b",24,21,11,21,5,14,21,0
"Snord87",14,28,2,4,0,15,10,0
"Snord89",44,21,5,29,17,38,37,0
"Snord96a",11,21,5,8,2,12,16,2
"Snord99",1,4,2,3,2,7,4,2
"Snph",26,4,9,26,0,2,3,0
"Snrk",1343,1310,929,904,976,1029,956,573
"Snrnp200",5068,4244,3557,3397,3582,3584,2912,2093
"Snrnp25",633,420,325,342,220,335,420,246
"Snrnp27",2550,1736,1197,1269,737,1426,1374,825
"Snrnp35",866,610,500,468,290,484,390,279
"Snrnp40",2195,1611,1108,1056,797,848,871,552
"Snrnp48",1341,1214,631,648,599,1315,1197,486
"Snrnp70",8540,7314,4464,4628,3396,6134,6461,2106
"Snrpa",2962,1838,1519,1586,1144,1116,1209,1212
"Snrpa1",2222,1609,1062,1114,687,891,886,580
"Snrpb",6788,3688,3361,4012,2542,2567,2784,1695
"Snrpb2",3896,2980,1862,1636,1466,1942,2169,1507
"Snrpc",2340,1779,1231,1255,819,1273,1197,642
"Snrpd1",3875,3004,1910,1838,1052,2182,1943,1234
"Snrpd2",2114,1364,1124,1081,630,755,1081,674
"Snrpd3",5068,3406,2353,2458,1508,2574,2467,1525
"Snrpe",3450,2285,1593,1574,1037,1556,1750,983
"Snrpert",353,255,212,188,127,202,206,103
"Snrpf",1535,897,742,743,447,637,561,413
"Snrpg",2396,1734,1209,1242,818,918,1135,511
"Snrpn",9,15,11,6,2,4,2,4
"Snta1",437,454,447,282,313,289,395,315
"Sntb1",119,101,85,87,88,55,83,76
"Sntb2",1429,1487,859,1370,997,1276,1182,609
"Sntg1",2,0,3,0,1,2,0,0
"Snu13",2534,1675,1279,1276,870,1154,1205,817
"Snupn",279,285,165,185,116,207,127,103
"Snw1",3687,3150,2254,2055,1914,2250,2181,1461
"Snx1",8173,6050,4945,5290,3685,3718,4502,2946
"Snx10",3416,3013,1973,2044,2520,2350,2741,1807
"Snx11",630,616,346,414,345,338,484,247
"Snx12",2554,1639,1438,1450,1132,948,1196,972
"Snx13",1742,1523,1351,1301,1191,1391,1382,1046
"Snx14",1471,1146,1007,918,760,912,960,632
"Snx15",840,453,505,469,413,370,437,300
"Snx16",168,148,116,116,90,152,116,112
"Snx17",4586,2828,2448,2594,2109,2088,1993,1322
"Snx18",11077,6923,4304,7412,5150,6841,6482,3264
"Snx19",1113,977,873,702,738,566,586,439
"Snx2",21401,15116,12771,13308,8352,12091,13159,11146
"Snx20",7792,5211,3423,4718,4110,5548,4947,2566
"Snx21",429,288,300,236,202,203,225,160
"Snx22",5982,3510,3192,2972,2103,1936,2538,1848
"Snx24",563,485,545,524,365,430,411,305
"Snx25",694,383,374,428,433,392,334,278
"Snx27",2308,2072,2236,1724,1661,2087,1861,1345
"Snx29",153,132,130,111,211,150,196,80
"Snx3",17299,10506,10263,9438,6211,9451,7823,8577
"Snx30",1763,1620,1273,1183,972,1261,1278,908
"Snx32",2586,1572,1461,1681,1217,932,1150,899
"Snx33",290,256,218,251,207,235,235,138
"Snx4",3753,2418,2074,2374,1750,2630,2103,1833
"Snx5",21462,18712,16081,11646,14667,10924,14485,12488
"Snx6",9374,5736,5610,5576,3772,5355,5166,4581
"Snx7",414,366,317,299,189,237,274,200
"Snx8",2481,1763,2137,1725,1193,1330,1732,999
"Snx9",3754,2822,2640,2486,2174,2456,2146,1808
"Soat1",9995,7261,6073,6232,5856,6544,5430,4716
"Soat2",976,976,195,564,259,874,885,173
"Sobp",5,8,12,6,6,0,6,8
"Socs1",543,372,223,345,450,172,385,193
"Socs2",4986,2174,1914,2091,1224,2074,2265,1392
"Socs3",34960,26062,15818,23342,18723,22606,21343,11090
"Socs4",1256,951,601,599,704,866,815,509
"Socs5",699,480,448,395,310,306,415,268
"Socs6",1039,812,922,610,780,560,596,558
"Socs7",845,724,505,561,474,507,601,298
"Sod1",6292,5078,3626,3819,2432,3113,3009,2263
"Sod2",5247,3761,2462,3324,3037,3881,3449,2308
"Sod3",436,176,443,336,155,66,216,156
"Soga1",585,547,443,427,431,237,310,212
"Soga3",0,2,4,0,4,4,2,0
"Son",16752,14548,9272,10248,9892,14132,13401,6362
"Sorbs1",86,102,43,90,40,46,80,29
"Sorbs2",141,145,220,164,223,44,110,130
"Sorbs3",348,396,854,402,310,680,532,635
"Sorcs2",82,35,74,53,39,30,33,41
"Sord",1116,840,1032,730,692,801,775,614
"Sorl1",11778,11920,5766,7866,8974,9987,8386,4182
"Sort1",1079,1088,1010,768,1219,1358,1321,760
"Sos1",1018,927,676,676,721,969,732,606
"Sos2",1628,1596,981,1236,1328,2132,1421,968
"Sostdc1",0,2,3,4,0,0,1,3
"Sowahb",0,0,2,5,2,0,0,1
"Sowahc",2544,1553,1132,1183,1476,1638,1752,889
"Sox10",0,0,0,2,3,0,1,10
"Sox12",86,92,84,71,30,17,43,41
"Sox13",55,63,69,52,33,27,41,15
"Sox15",18,11,17,8,6,10,8,2
"Sox17",4,4,7,18,2,7,9,3
"Sox18",93,64,92,68,33,26,52,29
"Sox4",1056,718,880,890,363,689,944,380
"Sox5",4,4,9,4,7,2,2,8
"Sox6",9,0,19,7,2,14,2,3
"Sox7",31,21,45,37,7,29,16,5
"Sox9",131,145,223,151,128,61,94,153
"Sp1",4580,3869,2786,2788,2793,3540,2683,1909
"Sp100",7763,7843,5298,5153,4932,3634,4033,3186
"Sp110",3004,2981,1811,1754,1832,1560,2064,1408
"Sp140",1990,2027,1489,1447,1935,1199,1456,1086
"Sp2",2454,1878,1244,1424,1234,1724,1386,1268
"Sp3",3092,3170,2098,2168,2322,2701,2144,2290
"Sp3os",84,53,56,54,58,54,100,28
"Sp4",337,390,224,208,324,440,317,279
"Sp6",10,2,3,13,3,1,6,0
"Sp9",106,147,77,72,67,129,79,44
"Spa17",40,21,40,31,14,26,22,26
"Spaca1",6,10,8,9,0,0,0,5
"Spaca6",22,22,15,41,18,52,101,19
"Spaca7",1,8,0,0,1,0,0,0
"Spaca9",61,62,58,61,55,71,67,52
"Spag1",65,31,46,40,35,73,72,30
"Spag17",112,79,58,56,56,60,49,41
"Spag4",6,9,0,0,0,0,4,3
"Spag5",262,243,218,238,175,176,222,182
"Spag7",1999,1462,1202,1223,929,1293,1060,843
"Spag8",6,0,0,1,5,0,3,0
"Spag9",4945,3588,2687,3220,2580,2698,3041,1392
"Sparc",8449,6662,12781,10161,4120,1953,7893,3781
"Sparcl1",380,341,955,449,230,122,229,211
"Spast",1718,1297,1033,1045,931,984,923,826
"Spata1",172,176,98,136,107,142,154,94
"Spata13",5501,6180,1836,3913,3681,7676,5111,2384
"Spata2",985,669,650,608,658,488,518,420
"Spata21",4,9,2,0,3,8,17,5
"Spata24",50,56,28,10,25,28,29,20
"Spata25",32,8,12,8,8,4,4,8
"Spata2l",202,131,164,112,92,78,93,120
"Spata31d1a",5,12,2,8,2,0,1,0
"Spata31d1b",17,16,11,28,4,7,2,0
"Spata32",6,8,0,1,0,0,1,0
"Spata33",3,10,2,6,14,4,15,2
"Spata46",2,1,0,7,0,0,4,6
"Spata48",2,6,1,3,4,2,6,1
"Spata5",875,645,506,564,469,417,370,337
"Spata5l1",309,241,178,209,179,106,149,94
"Spata6",938,678,626,586,538,544,633,528
"Spata7",74,61,44,53,58,33,69,61
"Spata9",0,0,2,1,4,2,0,9
"Spatc1",123,116,42,174,119,158,191,42
"Spats1",72,43,36,25,27,40,35,26
"Spats2",266,123,172,220,122,178,197,127
"Spats2l",39,63,66,50,34,13,43,7
"Spc24",321,252,179,198,94,133,211,124
"Spc25",353,315,258,159,123,275,220,235
"Spcs1",5089,3478,2672,2636,1783,2480,2416,1570
"Spcs2",8454,5052,4567,4356,3426,4168,4140,3031
"Spcs2-ps",74,53,32,53,36,22,38,27
"Spcs3",8822,4742,4118,3770,3117,3430,3767,2756
"Spdef",1,5,0,7,6,0,9,4
"Spdl1",246,214,190,163,102,154,127,128
"Spdya",82,35,20,33,42,92,58,30
"Specc1",1964,1879,1474,1481,1232,1604,1462,1125
"Specc1l",2959,1820,1932,1838,1902,1593,2207,858
"Speer1",10,3,3,4,1,0,1,0
"Spef1",295,172,201,192,126,180,172,60
"Spef2",25,23,21,19,31,39,30,27
"Speg",48,42,30,60,11,63,38,26
"Spen",1880,1846,1356,1588,1451,1773,1768,1060
"Spg11",1005,884,879,807,826,608,762,408
"Spg20",622,712,802,569,500,487,438,423
"Spg21",7031,4517,4113,3792,3411,2888,3250,2780
"Spg7",1500,1174,1033,1048,724,866,872,474
"Sphk1",330,163,183,327,69,50,138,26
"Sphk2",2210,1677,1314,1332,1156,1132,1126,893
"Sphkap",0,5,7,0,0,0,1,0
"Spi1",24173,16534,12075,13865,10896,14136,12561,9434
"Spib",259,142,162,161,57,38,76,90
"Spic",11,40,40,32,28,72,46,46
"Spice1",275,230,189,157,148,133,190,149
"Spidr",1050,870,744,788,684,840,767,420
"Spin1",1965,1344,1229,1213,1177,1322,1280,858
"Spin2c",1,10,0,8,2,0,4,0
"Spin3-ps",0,1,4,2,2,0,5,7
"Spin4",12,4,6,3,3,1,6,3
"Spindoc",658,352,369,320,274,226,298,183
"Spink1",246,352,542,304,293,57,238,146
"Spink2",33,15,7,18,16,36,25,51
"Spink4",0,2,0,7,2,2,1,6
"Spint1",7674,3636,3089,3379,2569,2017,1768,1849
"Spint2",1182,658,668,718,451,509,649,256
"Spire1",928,566,747,652,419,630,594,532
"Spire2",46,45,39,65,62,20,44,15
"Spn",851,961,714,678,816,442,559,464
"Spns1",1423,812,769,826,682,565,763,421
"Spns2",158,137,186,127,154,73,88,88
"Spns3",459,248,284,245,351,323,644,154
"Spocd1",4,2,6,0,2,1,2,0
"Spock2",10,14,14,12,17,7,8,5
"Spon1",2953,3814,2325,1722,2923,390,792,956
"Spon2",108,98,236,103,79,21,120,36
"Spop",8478,6719,4728,5392,4654,4938,4996,2973
"Spopl",1830,1409,901,976,902,1030,1020,647
"Spout1",792,598,450,420,321,367,430,292
"Spp1",72352,30764,40750,85268,10076,27422,31426,11606
